Passenger ID,Flight ID,Ticket Class,Age,Gender,Feedback Score,Check-in Luggage,Frequent Flyer
P1139,FL2144,Business,38,Male,5,N,N
P1140,FL1351,Economy,66,Other,3,Y,N
P1141,FL0775,Economy,69,Other,1,Y,N
P1142,FL1327,Business,35,Female,4,Y,N
P1143,FL1537,First,56,Other,3,N,N
P1144,FL2884,Economy,43,Female,4,Y,N
P1145,FL0392,Economy,26,Female,1,Y,N
P1146,FL2209,First,62,Other,2,Y,N
P1147,FL2103,Economy,67,Female,1,Y,N
P1148,FL1602,Economy,51,Female,5,Y,N
P1149,FL2822,Economy,26,Female,2,N,N
P1150,FL0790,Economy,28,Male,3,N,Y
P1151,FL1207,Economy,57,Male,5,Y,N
P1152,FL1360,Economy,25,Other,4,Y,N
P1153,FL2587,First,40,Other,1,N,N
P1154,FL1629,Economy,20,Male,4,Y,Y
P1155,FL1084,Economy,19,Male,1,Y,N
P1156,FL2140,Economy,23,Male,1,Y,Y
P1157,FL0521,Economy,58,Female,1,N,Y
P1158,FL0121,Economy,34,Other,3,Y,N
P1159,FL1759,Economy,38,Male,3,N,N
P1160,FL0189,First,37,Other,2,Y,N
P1161,FL1717,First,58,Female,4,Y,Y
P1162,FL0361,Economy,18,Female,4,Y,N
P1163,FL1267,Economy,27,Female,2,N,N
P1164,FL1728,Economy,44,Other,2,Y,N
P1165,FL0416,Business,26,Female,2,N,N
P1166,FL0016,Economy,44,Other,4,N,N
P1167,FL1640,First,26,Female,1,N,N
P1168,FL1675,Business,46,Other,3,N,N
P1169,FL0330,Economy,55,Male,2,N,Y
P1170,FL1691,First,24,Other,3,N,N
P1171,FL0597,Economy,38,Female,2,N,Y
P1172,FL2974,Economy,65,Female,5,Y,N
P1173,FL0618,Economy,68,Other,4,N,N
P1174,FL1460,Economy,34,Other,2,Y,N
P1175,FL2704,Economy,69,Female,1,Y,Y
P1176,FL2910,Economy,67,Male,5,Y,N
P1177,FL1899,Economy,60,Female,2,N,Y
P1178,FL2774,Economy,36,Other,5,Y,N
P1179,FL2164,Economy,55,Female,5,Y,N
P1180,FL1660,Economy,67,Male,3,Y,N
P1181,FL0180,Economy,28,Female,3,Y,N
P1182,FL1143,Economy,64,Male,2,Y,Y
P1183,FL1645,Economy,57,Other,5,N,Y
P1184,FL0982,Economy,24,Other,5,N,Y
P1185,FL0240,Economy,21,Other,2,Y,N
P1186,FL2256,Business,57,Other,1,Y,Y
P1187,FL1131,Economy,18,Male,3,N,N
P1188,FL0986,Economy,62,Female,1,N,N
P1189,FL2273,Economy,67,Other,1,N,N
P1190,FL0638,Business,40,Other,5,Y,N
P1191,FL1059,Economy,59,Female,4,N,N
P1192,FL0039,Economy,22,Male,4,N,Y
P1193,FL2172,Economy,25,Male,4,Y,N
P1194,FL2769,Business,46,Other,1,N,Y
P1195,FL1917,Economy,21,Other,2,N,Y
P1196,FL1702,Economy,19,Other,5,Y,N
P1197,FL1926,First,27,Male,2,N,Y
P1198,FL2009,Business,52,Male,4,N,N
P1199,FL0166,Economy,44,Other,1,Y,Y
P1200,FL1175,Economy,61,Other,5,N,N
P1201,FL1907,Business,50,Male,1,Y,N
P1202,FL2741,Business,30,Male,2,N,N
P1203,FL0665,First,25,Female,5,Y,N
P1204,FL1575,Economy,66,Female,5,N,N
P1205,FL1064,Economy,48,Male,4,N,N
P1206,FL1461,Economy,57,Other,1,Y,N
P1207,FL1494,Economy,27,Male,3,Y,N
P1208,FL1666,Business,70,Male,4,Y,Y
P1209,FL0040,Economy,41,Male,5,N,N
P1210,FL0642,Economy,31,Other,1,Y,N
P1211,FL1182,Economy,36,Other,1,Y,Y
P1212,FL1235,First,65,Female,5,Y,N
P1213,FL1296,Business,20,Male,1,N,N
P1214,FL1545,Economy,41,Other,5,N,N
P1215,FL1656,Business,33,Male,5,N,Y
P1216,FL2253,Economy,18,Female,1,Y,N
P1217,FL1132,First,44,Female,2,N,N
P1218,FL2398,Business,25,Female,4,Y,N
P1219,FL1315,Business,25,Male,5,Y,N
P1220,FL2019,Economy,24,Male,2,N,N
P1221,FL2039,Economy,39,Female,3,Y,N
P1222,FL2620,Economy,60,Other,4,Y,Y
P1223,FL1571,Economy,36,Female,4,N,N
P1224,FL1732,Business,47,Male,1,N,Y
P1225,FL0417,Economy,31,Male,5,N,Y
P1226,FL1574,Business,66,Other,4,Y,N
P1227,FL2961,Economy,24,Female,3,N,N
P1228,FL2172,Economy,29,Female,3,Y,N
P1229,FL2062,Business,63,Female,2,N,Y
P1230,FL2305,Economy,34,Female,5,N,N
P1231,FL1847,Economy,51,Female,1,N,N
P1232,FL1027,Economy,46,Other,4,Y,Y
P1233,FL0277,Business,63,Male,3,Y,N
P1234,FL1643,Economy,62,Male,3,Y,Y
P1235,FL2167,Economy,50,Female,5,Y,N
P1236,FL2752,Economy,69,Female,5,N,N
P1237,FL0958,Economy,62,Female,3,Y,Y
P1238,FL1421,Business,61,Other,5,Y,N
P1239,FL2367,Economy,23,Female,5,N,N
P1240,FL1055,Business,38,Male,3,N,N
P1241,FL1941,Economy,47,Female,3,N,Y
P1242,FL1788,Business,55,Other,1,Y,N
P1243,FL2159,Economy,29,Female,2,N,N
P1244,FL0534,Economy,31,Male,1,Y,Y
P1245,FL2636,Economy,24,Male,1,N,N
P1246,FL2668,Business,45,Other,1,N,Y
P1247,FL0674,Economy,36,Male,5,N,Y
P1248,FL1099,Business,43,Other,5,Y,Y
P1249,FL0720,First,45,Other,1,Y,N
P1250,FL0734,Economy,29,Other,4,Y,Y
P1251,FL1091,Economy,43,Female,4,Y,Y
P1252,FL2238,Economy,22,Female,4,Y,N
P1253,FL0330,Economy,30,Female,1,N,N
P1254,FL0135,Economy,30,Male,2,N,N
P1255,FL0752,Economy,35,Female,5,Y,N
P1256,FL1805,Economy,35,Female,4,Y,N
P1257,FL0022,Economy,54,Male,4,N,Y
P1258,FL0641,Business,57,Other,5,N,Y
P1259,FL2473,Economy,56,Male,2,N,N
P1260,FL2021,Economy,23,Male,5,Y,N
P1261,FL0911,Economy,21,Female,5,N,Y
P1262,FL1764,Business,46,Female,3,Y,N
P1263,FL0681,Economy,37,Female,2,N,Y
P1264,FL2567,Economy,19,Female,1,N,N
P1265,FL0012,Economy,49,Female,4,Y,Y
P1266,FL2235,Economy,63,Male,5,Y,N
P1267,FL0680,Economy,22,Female,3,Y,N
P1268,FL1145,Economy,54,Male,5,Y,Y
P1269,FL0643,Economy,30,Male,2,Y,Y
P1270,FL0688,Economy,22,Male,2,N,N
P1271,FL1358,Economy,21,Male,5,Y,N
P1272,FL1162,Economy,63,Other,1,Y,N
P1273,FL2380,Economy,53,Other,3,Y,N
P1274,FL1006,Economy,28,Female,2,N,N
P1275,FL2426,Economy,18,Other,1,N,N
P1276,FL2206,First,32,Male,2,N,N
P1277,FL0371,Economy,55,Male,4,N,N
P1278,FL1609,Economy,57,Other,5,Y,N
P1279,FL0483,Economy,49,Female,2,Y,N
P1280,FL1266,Economy,35,Male,1,Y,N
P1281,FL2439,Business,35,Other,1,Y,N
P1282,FL1401,Economy,68,Male,5,Y,Y
P1283,FL1829,Economy,32,Male,4,N,Y
P1284,FL1642,Economy,45,Female,4,N,Y
P1285,FL2084,Economy,43,Female,4,Y,N
P1286,FL0582,Business,57,Female,1,N,N
P1287,FL0937,Economy,54,Other,2,N,N
P1288,FL0563,Economy,30,Male,1,Y,N
P1289,FL0944,Business,40,Male,3,Y,Y
P1290,FL2949,Business,24,Other,1,N,Y
P1291,FL0203,Economy,46,Female,5,N,N
P1292,FL1069,Economy,26,Female,3,Y,Y
P1293,FL0383,Economy,33,Other,3,N,N
P1294,FL2211,Business,55,Male,1,N,N
P1295,FL1979,Economy,45,Female,4,Y,N
P1296,FL0961,Business,55,Other,5,N,N
P1297,FL1467,Business,21,Male,3,N,N
P1298,FL2726,Economy,45,Female,1,N,N
P1299,FL1472,Business,51,Male,5,Y,N
P1300,FL1314,Economy,63,Female,2,N,N
P1301,FL0074,Business,35,Female,4,Y,N
P1302,FL0690,Economy,31,Other,3,N,Y
P1303,FL2399,Economy,53,Male,2,Y,N
P1304,FL0036,Business,52,Male,3,N,Y
P1305,FL1229,Economy,53,Female,2,N,N
P1306,FL2647,Economy,28,Male,2,N,Y
P1307,FL2334,Economy,56,Male,1,N,N
P1308,FL2842,Economy,26,Female,4,Y,Y
P1309,FL1404,Business,21,Other,3,N,Y
P1310,FL0274,Economy,36,Other,1,Y,N
P1311,FL2518,Economy,65,Male,5,Y,Y
P1312,FL0823,Economy,29,Male,2,N,N
P1313,FL0384,Economy,55,Male,4,Y,N
P1314,FL1720,First,51,Male,4,N,N
P1315,FL1313,Economy,43,Male,4,Y,N
P1316,FL1786,Business,43,Female,2,N,Y
P1317,FL2345,Economy,47,Male,2,N,N
P1318,FL1822,Business,60,Male,2,Y,Y
P1319,FL0812,Business,25,Male,5,N,Y
P1320,FL0382,First,37,Male,2,Y,N
P1321,FL1131,Business,36,Male,2,N,Y
P1322,FL1925,Economy,42,Other,3,N,N
P1323,FL0130,Economy,62,Male,3,N,Y
P1324,FL0185,Business,45,Male,4,N,N
P1325,FL0410,Economy,46,Male,1,N,N
P1326,FL2313,Economy,37,Other,2,Y,N
P1327,FL1176,Economy,46,Female,3,N,Y
P1328,FL2033,Economy,35,Female,4,N,N
P1329,FL2053,Business,54,Female,4,Y,Y
P1330,FL1202,Business,41,Other,2,N,N
P1331,FL0561,Economy,54,Male,3,N,Y
P1332,FL2113,Economy,63,Female,1,Y,N
P1333,FL0014,Economy,32,Other,3,N,N
P1334,FL1098,Economy,43,Other,3,Y,N
P1335,FL2417,Economy,69,Male,5,Y,N
P1336,FL0319,Economy,45,Male,3,N,N
P1337,FL2602,Economy,24,Female,2,N,N
P1338,FL2141,Economy,31,Female,1,N,N
P1339,FL0338,Economy,46,Other,3,N,Y
P1340,FL1697,Business,26,Other,4,Y,N
P1341,FL0276,Economy,37,Other,1,N,N
P1342,FL2495,Economy,21,Male,4,N,N
P1343,FL0684,Economy,25,Male,5,N,N
P1344,FL2857,Economy,53,Female,1,N,N
P1345,FL1489,Economy,45,Male,3,Y,Y
P1346,FL1016,Economy,45,Other,5,Y,Y
P1347,FL1624,Economy,46,Other,2,Y,N
P1348,FL1930,Business,25,Other,2,Y,N
P1349,FL1723,Economy,48,Other,3,Y,N
P1350,FL2097,Economy,59,Other,4,N,Y
P1351,FL1350,Economy,69,Male,4,N,N
P1352,FL2346,Economy,37,Other,2,N,N
P1353,FL0099,Business,38,Other,3,Y,N
P1354,FL2609,Economy,26,Male,1,N,Y
P1355,FL2654,Business,45,Other,1,N,N
P1356,FL1814,Economy,43,Male,2,Y,N
P1357,FL1648,Business,54,Other,1,N,Y
P1358,FL2377,Economy,67,Other,5,Y,N
P1359,FL2321,Business,28,Female,1,Y,N
P1360,FL1323,First,67,Male,2,N,Y
P1361,FL0025,Economy,70,Female,5,N,Y
P1362,FL2406,Economy,19,Male,5,Y,N
P1363,FL0357,Economy,33,Female,3,Y,Y
P1364,FL1470,Business,57,Female,4,Y,N
P1365,FL2453,Economy,57,Female,5,N,Y
P1366,FL1507,Economy,56,Other,2,N,Y
P1367,FL2100,Business,35,Other,2,Y,N
P1368,FL2842,Economy,65,Male,4,Y,N
P1369,FL2057,Business,18,Female,4,N,N
P1370,FL2777,Economy,59,Other,5,Y,Y
P1371,FL2665,Business,67,Other,2,Y,N
P1372,FL0819,First,67,Male,1,N,Y
P1373,FL2454,First,44,Other,3,Y,N
P1374,FL0197,Economy,50,Other,5,Y,N
P1375,FL0269,Economy,43,Male,5,Y,N
P1376,FL1699,Economy,59,Female,3,N,N
P1377,FL0124,Economy,19,Female,2,N,N
P1378,FL0754,Economy,47,Other,3,Y,Y
P1379,FL2212,Economy,55,Other,1,N,N
P1380,FL0703,Business,43,Female,2,Y,N
P1381,FL2173,Economy,19,Male,5,Y,N
P1382,FL2604,Business,29,Female,2,N,Y
P1383,FL0895,Economy,56,Female,2,N,N
P1384,FL2138,Economy,49,Male,1,Y,Y
P1385,FL1210,Business,60,Male,3,Y,N
P1386,FL1532,Economy,56,Male,5,Y,N
P1387,FL0640,First,47,Female,2,Y,Y
P1388,FL1091,Economy,43,Other,1,Y,N
P1389,FL2659,Business,18,Male,3,Y,N
P1390,FL0545,Business,62,Female,1,N,N
P1391,FL2861,Business,34,Other,1,N,N
P1392,FL1141,Economy,33,Female,3,Y,Y
P1393,FL2937,Economy,49,Male,5,N,Y
P1394,FL2918,Economy,27,Male,2,Y,N
P1395,FL1562,Economy,47,Other,5,N,Y
P1396,FL0302,Economy,55,Female,5,N,N
P1397,FL2731,First,26,Other,1,N,Y
P1398,FL2149,Economy,28,Female,5,Y,Y
P1399,FL1708,Economy,47,Other,5,N,Y
P1400,FL1413,Economy,55,Other,2,Y,Y
P1401,FL2265,Business,43,Other,5,N,N
P1402,FL1848,Economy,41,Female,1,N,Y
P1403,FL1044,Economy,21,Other,3,Y,Y
P1404,FL0820,Economy,65,Male,5,Y,Y
P1405,FL0517,Economy,19,Male,1,N,Y
P1406,FL2673,First,62,Female,4,Y,N
P1407,FL2968,Business,22,Female,2,Y,N
P1408,FL2995,First,22,Male,3,Y,Y
P1409,FL2116,Business,49,Female,2,N,Y
P1410,FL2423,Economy,45,Other,3,N,Y
P1411,FL2733,First,26,Female,1,N,N
P1412,FL2906,Economy,21,Other,2,Y,N
P1413,FL0951,Economy,49,Female,4,Y,N
P1414,FL1070,Economy,57,Female,2,Y,N
P1415,FL1516,Economy,26,Male,1,N,N
P1416,FL1008,Economy,18,Female,5,N,N
P1417,FL2156,Economy,39,Female,2,N,N
P1418,FL0028,Economy,68,Female,4,N,Y
P1419,FL0670,Economy,22,Other,2,N,N
P1420,FL1294,Business,24,Male,1,N,N
P1421,FL0805,Economy,22,Female,3,Y,Y
P1422,FL0353,Business,66,Other,2,Y,Y
P1423,FL1367,Business,65,Other,5,Y,N
P1424,FL2113,Economy,31,Female,1,Y,Y
P1425,FL0754,Business,37,Female,4,N,N
P1426,FL0001,Business,49,Female,1,N,N
P1427,FL2190,Economy,26,Male,3,Y,N
P1428,FL0022,Economy,48,Female,3,Y,N
P1429,FL2492,Economy,48,Other,1,N,Y
P1430,FL2848,Economy,60,Male,5,N,Y
P1431,FL1441,Economy,34,Male,5,Y,N
P1432,FL1451,Economy,40,Female,5,Y,N
P1433,FL0391,Economy,46,Female,3,N,N
P1434,FL1020,Economy,25,Female,1,N,N
P1435,FL0012,Economy,18,Other,2,Y,N
P1436,FL1307,Business,25,Other,3,Y,N
P1437,FL1019,Economy,68,Other,5,Y,Y
P1438,FL2211,Economy,31,Other,4,N,N
P1439,FL2996,Economy,50,Female,5,N,N
P1440,FL1142,Economy,62,Other,1,N,N
P1441,FL0051,Economy,38,Male,5,N,Y
P1442,FL1566,Economy,45,Other,5,Y,N
P1443,FL2959,Economy,64,Female,2,Y,Y
P1444,FL0778,Economy,47,Female,3,Y,N
P1445,FL2078,First,66,Female,4,Y,N
P1446,FL2479,Economy,20,Other,2,Y,N
P1447,FL2932,Economy,62,Other,1,N,N
P1448,FL0324,Economy,61,Male,4,N,Y
P1449,FL1374,Economy,53,Female,5,Y,N
P1450,FL1636,Economy,60,Male,1,N,Y
P1451,FL1863,Business,61,Male,2,Y,N
P1452,FL2461,First,61,Male,4,N,N
P1453,FL1489,Business,36,Female,1,Y,N
P1454,FL0806,Economy,66,Male,3,N,N
P1455,FL2530,Economy,64,Male,5,N,N
P1456,FL1991,Business,44,Male,4,Y,Y
P1457,FL2880,Business,42,Male,3,Y,N
P1458,FL0565,Business,22,Other,5,N,Y
P1459,FL1532,Economy,53,Female,1,Y,N
P1460,FL2118,Economy,39,Male,4,Y,Y
P1461,FL1622,Economy,18,Female,1,Y,N
P1462,FL2626,Economy,58,Female,3,Y,N
P1463,FL2408,Economy,31,Other,1,Y,N
P1464,FL0241,Business,33,Other,1,Y,N
P1465,FL0096,Economy,39,Male,2,N,N
P1466,FL2329,Economy,56,Female,2,Y,N
P1467,FL0765,First,20,Male,5,N,Y
P1468,FL1899,Economy,70,Female,3,N,Y
P1469,FL1120,First,55,Male,1,N,Y
P1470,FL2281,First,36,Other,3,N,Y
P1471,FL0371,Economy,19,Other,5,Y,N
P1472,FL2439,Economy,58,Female,5,Y,Y
P1473,FL1160,Business,43,Female,2,Y,N
P1474,FL2810,Economy,25,Female,5,N,Y
P1475,FL2865,Economy,18,Male,4,Y,N
P1476,FL0572,Economy,45,Male,4,Y,Y
P1477,FL2623,Economy,44,Female,1,Y,Y
P1478,FL0258,Economy,41,Male,1,N,N
P1479,FL2789,Economy,46,Male,1,N,N
P1480,FL0385,Economy,21,Female,5,N,N
P1481,FL1530,Economy,34,Female,1,Y,Y
P1482,FL1337,Economy,54,Female,1,N,N
P1483,FL2998,Business,31,Male,3,N,N
P1484,FL1308,Business,25,Other,1,N,N
P1485,FL1231,Business,43,Other,2,N,N
P1486,FL0505,Economy,30,Female,5,N,Y
P1487,FL2747,Economy,43,Other,1,N,N
P1488,FL0202,Business,33,Other,4,N,N
P1489,FL0364,Economy,33,Male,1,Y,Y
P1490,FL2472,Economy,49,Male,2,Y,N
P1491,FL0589,Economy,56,Other,4,Y,N
P1492,FL0546,Economy,43,Female,3,Y,Y
P1493,FL2297,First,38,Male,2,N,N
P1494,FL1885,Economy,55,Other,2,N,Y
P1495,FL1940,First,57,Other,2,Y,N
P1496,FL1386,Economy,20,Male,2,Y,Y
P1497,FL0385,Economy,18,Male,4,Y,Y
P1498,FL0718,Economy,36,Male,2,N,N
P1499,FL0290,Economy,51,Male,5,Y,N
P1500,FL1980,Economy,38,Male,3,N,N
P1501,FL0520,Business,21,Female,3,N,N
P1502,FL2496,Economy,30,Other,2,Y,Y
P1503,FL2936,Business,68,Female,2,Y,N
P1504,FL0755,Business,45,Other,2,Y,N
P1505,FL1915,Economy,31,Male,4,Y,N
P1506,FL1646,First,64,Female,1,N,Y
P1507,FL2288,Economy,33,Female,1,N,N
P1508,FL0695,Economy,68,Female,2,N,Y
P1509,FL0154,Economy,68,Other,3,Y,Y
P1510,FL2032,Economy,61,Other,4,N,N
P1511,FL1503,Economy,45,Female,4,Y,N
P1512,FL0010,Business,45,Male,1,Y,Y
P1513,FL1659,Economy,50,Other,3,N,N
P1514,FL1075,First,64,Male,3,N,Y
P1515,FL2438,Economy,55,Male,1,Y,N
P1516,FL2864,Business,61,Female,5,N,N
P1517,FL2451,Business,34,Other,5,N,Y
P1518,FL2541,Business,70,Female,1,N,N
P1519,FL2711,Economy,70,Female,4,N,Y
P1520,FL0540,Business,55,Female,4,Y,Y
P1521,FL0643,Business,55,Other,5,Y,N
P1522,FL0428,Economy,36,Other,3,Y,Y
P1523,FL0017,Economy,29,Other,4,N,N
P1524,FL0670,Economy,30,Other,5,N,N
P1525,FL1230,Economy,58,Male,3,N,N
P1526,FL2065,Economy,22,Other,5,Y,N
P1527,FL0528,Economy,51,Other,5,N,Y
P1528,FL2693,Economy,36,Male,4,Y,N
P1529,FL0316,First,30,Other,3,N,N
P1530,FL1916,Business,54,Other,5,N,N
P1531,FL2784,Economy,45,Other,4,N,N
P1532,FL1585,Economy,61,Other,2,Y,N
P1533,FL1822,Economy,43,Male,1,Y,N
P1534,FL0577,Economy,42,Female,2,Y,Y
P1535,FL1322,Economy,38,Other,4,N,N
P1536,FL1354,Economy,51,Female,3,N,N
P1537,FL1469,Business,40,Male,2,N,N
P1538,FL1125,Economy,21,Female,5,N,N
P1539,FL1700,Business,26,Female,1,N,Y
P1540,FL1568,Economy,38,Male,2,Y,N
P1541,FL1240,Economy,67,Other,5,N,N
P1542,FL0021,Economy,30,Male,5,N,N
P1543,FL1745,Economy,67,Male,3,N,N
P1544,FL2991,Economy,19,Male,4,Y,Y
P1545,FL2549,Economy,35,Male,2,N,Y
P1546,FL0186,Business,39,Other,1,Y,Y
P1547,FL2494,Business,35,Other,1,Y,Y
P1548,FL2370,Economy,67,Female,1,N,N
P1549,FL2359,Business,26,Female,3,Y,N
P1550,FL0449,Economy,42,Other,3,Y,Y
P1551,FL0174,Economy,40,Female,4,N,N
P1552,FL0059,Economy,49,Other,2,N,N
P1553,FL1380,Economy,58,Other,1,Y,N
P1554,FL1771,Economy,63,Other,3,N,Y
P1555,FL0182,Business,23,Female,5,Y,N
P1556,FL1149,Economy,19,Female,2,N,Y
P1557,FL0932,Economy,65,Female,4,N,Y
P1558,FL1790,Economy,57,Female,1,N,Y
P1559,FL1743,Business,61,Other,2,Y,Y
P1560,FL2139,Business,26,Other,3,N,N
P1561,FL1133,Economy,44,Male,2,Y,Y
P1562,FL1759,Economy,59,Female,5,N,N
P1563,FL1147,Economy,44,Female,3,Y,Y
P1564,FL1817,Economy,18,Female,4,Y,N
P1565,FL0876,Economy,59,Other,1,N,Y
P1566,FL2170,First,69,Male,4,Y,Y
P1567,FL0601,Business,70,Female,3,N,N
P1568,FL2248,Economy,19,Female,2,Y,Y
P1569,FL2970,Economy,59,Female,1,N,N
P1570,FL2373,Economy,27,Male,2,N,N
P1571,FL2348,Economy,63,Female,3,N,N
P1572,FL2927,Economy,58,Female,1,N,N
P1573,FL1830,Economy,63,Female,1,N,N
P1574,FL1286,Economy,55,Other,1,Y,N
P1575,FL0861,Economy,22,Female,5,Y,N
P1576,FL2468,Economy,55,Female,3,N,Y
P1577,FL2253,Economy,34,Other,5,N,N
P1578,FL2151,Economy,27,Male,4,N,Y
P1579,FL0975,Economy,61,Male,2,Y,N
P1580,FL2736,Economy,58,Female,1,Y,Y
P1581,FL2323,Economy,52,Other,4,Y,N
P1582,FL0549,Business,19,Other,4,Y,N
P1583,FL1590,Business,56,Male,1,Y,N
P1584,FL0541,Economy,67,Male,5,Y,N
P1585,FL2486,Business,32,Female,5,N,N
P1586,FL2489,First,20,Male,3,Y,N
P1587,FL1344,Economy,57,Female,5,Y,N
P1588,FL0783,Economy,62,Female,1,N,N
P1589,FL0416,Business,69,Other,2,Y,N
P1590,FL1394,Economy,61,Female,4,Y,N
P1591,FL2637,Economy,48,Other,5,Y,N
P1592,FL2912,Business,34,Male,3,N,N
P1593,FL2202,Economy,22,Female,1,N,N
P1594,FL0211,Economy,62,Male,2,Y,N
P1595,FL1322,Business,30,Female,5,N,Y
P1596,FL2572,Business,70,Other,5,Y,N
P1597,FL2388,Economy,46,Other,4,Y,N
P1598,FL0583,Economy,37,Other,3,N,N
P1599,FL1196,Economy,48,Other,3,Y,N
P1600,FL0950,Business,45,Other,4,N,N
P1601,FL0272,Economy,26,Other,3,N,Y
P1602,FL2043,Economy,31,Male,3,N,N
P1603,FL2894,First,56,Other,2,N,Y
P1604,FL2086,Economy,53,Other,2,Y,Y
P1605,FL0364,Economy,41,Other,3,Y,N
P1606,FL0929,Economy,37,Male,4,N,Y
P1607,FL1422,Economy,34,Other,2,N,N
P1608,FL0099,First,31,Female,3,N,N
P1609,FL2905,Economy,29,Other,1,N,N
P1610,FL2345,Economy,36,Other,1,N,Y
P1611,FL2498,Economy,22,Female,1,N,Y
P1612,FL0662,Business,22,Other,1,N,N
P1613,FL0295,Economy,36,Male,2,N,N
P1614,FL2735,Economy,62,Male,5,N,N
P1615,FL0834,Economy,69,Female,3,Y,N
P1616,FL0527,Economy,64,Male,5,N,Y
P1617,FL2609,First,30,Male,2,N,N
P1618,FL2599,Economy,65,Male,5,N,N
P1619,FL0767,Economy,30,Female,4,N,N
P1620,FL2457,Business,44,Female,4,Y,Y
P1621,FL1284,Business,33,Female,2,Y,Y
P1622,FL0525,Economy,62,Male,3,Y,Y
P1623,FL0856,Business,45,Other,2,N,N
P1624,FL2529,Business,24,Female,4,Y,N
P1625,FL2604,Economy,70,Female,1,N,Y
P1626,FL2527,Economy,33,Female,1,N,N
P1627,FL1620,First,45,Female,2,N,N
P1628,FL0451,Economy,33,Female,2,N,Y
P1629,FL2325,Economy,66,Female,4,N,N
P1630,FL0647,Economy,49,Other,4,N,N
P1631,FL1077,Business,37,Other,1,Y,Y
P1632,FL2243,Economy,29,Other,3,N,Y
P1633,FL2958,First,68,Female,3,N,N
P1634,FL1636,Economy,29,Other,5,Y,N
P1635,FL1232,Economy,33,Male,1,N,N
P1636,FL1131,Economy,65,Other,1,N,N
P1637,FL1198,Economy,30,Male,3,Y,Y
P1638,FL2854,Business,47,Other,5,N,N
P1639,FL1298,Economy,26,Other,1,N,Y
P1640,FL1320,Economy,46,Female,4,N,Y
P1641,FL0796,Economy,51,Female,5,Y,Y
P1642,FL2962,Economy,48,Male,1,N,Y
P1643,FL0346,Economy,22,Female,2,N,N
P1644,FL1690,Economy,24,Male,4,Y,N
P1645,FL0399,Economy,60,Female,5,N,N
P1646,FL0528,Economy,47,Male,4,Y,Y
P1647,FL1753,Business,60,Male,2,Y,N
P1648,FL1079,Economy,65,Male,1,N,Y
P1649,FL0757,Economy,29,Other,4,N,N
P1650,FL2832,First,62,Male,3,Y,Y
P1651,FL0392,Economy,68,Male,1,N,N
P1652,FL0151,Economy,22,Female,3,Y,Y
P1653,FL1646,Economy,33,Male,5,Y,Y
P1654,FL0560,Economy,20,Female,2,Y,Y
P1655,FL0722,Economy,42,Male,1,Y,N
P1656,FL2515,Business,22,Male,2,N,N
P1657,FL0857,Economy,24,Male,2,Y,N
P1658,FL2118,Economy,25,Male,2,Y,N
P1659,FL1042,Economy,44,Other,3,N,Y
P1660,FL1247,Economy,43,Female,3,N,N
P1661,FL0021,Economy,55,Other,4,N,Y
P1662,FL0713,Business,64,Other,3,Y,N
P1663,FL1859,Economy,48,Other,2,N,N
P1664,FL2254,Economy,41,Male,5,N,N
P1665,FL1460,Economy,67,Male,3,Y,N
P1666,FL1656,Economy,39,Other,1,N,N
P1667,FL1598,First,41,Male,5,Y,N
P1668,FL1707,Economy,24,Female,4,N,Y
P1669,FL1657,Business,62,Female,2,N,N
P1670,FL1110,First,43,Female,3,Y,N
P1671,FL2299,Economy,62,Other,4,Y,N
P1672,FL2362,Economy,39,Other,2,Y,Y
P1673,FL2897,Business,42,Female,5,Y,Y
P1674,FL1388,Economy,28,Other,4,N,N
P1675,FL2562,Economy,32,Female,3,Y,N
P1676,FL1174,Economy,39,Other,4,Y,N
P1677,FL0108,Economy,24,Female,5,Y,Y
P1678,FL1927,Economy,33,Other,5,Y,N
P1679,FL1452,Business,61,Other,1,Y,N
P1680,FL2111,Economy,62,Female,1,Y,Y
P1681,FL2037,Business,48,Male,4,Y,N
P1682,FL0681,Business,67,Male,1,N,N
P1683,FL1736,Business,53,Other,1,Y,N
P1684,FL1127,Economy,25,Male,1,N,N
P1685,FL0805,Economy,37,Female,4,Y,N
P1686,FL1139,Business,65,Other,2,N,N
P1687,FL1215,Economy,43,Male,2,Y,N
P1688,FL2397,Business,55,Other,3,Y,Y
P1689,FL2346,Economy,60,Male,1,Y,N
P1690,FL2878,First,63,Female,5,N,Y
P1691,FL1680,Economy,61,Male,4,Y,Y
P1692,FL0904,Economy,20,Male,4,Y,Y
P1693,FL2340,Economy,43,Other,2,N,N
P1694,FL0139,Business,23,Male,2,Y,Y
P1695,FL1114,Economy,60,Female,4,Y,N
P1696,FL1121,Economy,24,Female,1,N,Y
P1697,FL0255,First,45,Female,5,Y,Y
P1698,FL1029,First,23,Male,4,Y,N
P1699,FL2369,Economy,55,Other,1,Y,Y
P1700,FL1277,Economy,28,Male,2,N,N
P1701,FL0488,Economy,52,Male,1,Y,Y
P1702,FL0592,Economy,67,Male,3,N,N
P1703,FL1070,Business,21,Male,3,Y,Y
P1704,FL0252,Economy,54,Other,1,N,N
P1705,FL2424,Economy,52,Female,1,Y,N
P1706,FL1969,Economy,62,Male,4,Y,Y
P1707,FL0554,Business,24,Other,3,Y,N
P1708,FL1243,First,60,Male,2,Y,Y
