Flight ID,Airline,Source,Destination,Departure Time,Arrival Time,Status,Delay (min),Aircraft Type,Date
FL1551,JetZoom,ATL,JFK,2025-03-22 04:07:23,2025-03-22 06:37:23,Delayed,30,Boeing 777,2025-03-22
FL1552,AeroFly,JFK,LAX,2024-12-06 09:05:20,2024-12-06 11:05:20,On-time,0,Embraer 190,2024-12-06
FL1553,CloudNine,LAX,SFO,2024-12-26 02:47:00,2024-12-26 04:47:00,On-time,0,Airbus A320,2024-12-26
FL1554,CloudNine,LAX,JFK,2025-05-26 03:43:48,2025-05-26 06:13:48,Delayed,30,Airbus A320,2025-05-26
FL1555,CloudNine,SFO,DFW,2025-04-25 10:10:05,2025-04-25 12:25:05,Delayed,15,Airbus A320,2025-04-25
FL1556,SkyHigh,DFW,SEA,2024-12-18 19:32:56,2024-12-18 22:02:56,Delayed,30,Boeing 777,2024-12-18
FL1557,GlobalWings,ORD,DEN,2024-12-13 19:43:22,2024-12-13 21:58:22,Delayed,15,Boeing 777,2024-12-13
FL1558,GlobalWings,ATL,SEA,2025-03-24 12:32:37,2025-03-24 14:32:37,On-time,0,Airbus A350,2025-03-24
FL1559,CloudNine,DFW,SFO,2025-05-02 07:00:17,2025-05-02 09:00:17,On-time,0,Airbus A350,2025-05-02
FL1560,AeroFly,BOS,ORD,2024-11-27 04:08:15,2024-11-27 06:08:15,On-time,0,Airbus A350,2024-11-27
FL1561,SkyHigh,JFK,MIA,2025-02-22 18:13:37,2025-02-22 20:13:37,On-time,0,Airbus A350,2025-02-22
FL1562,JetZoom,ORD,SEA,2025-02-27 13:51:21,2025-02-27 15:51:21,On-time,0,Embraer 190,2025-02-27
FL1563,SkyHigh,DFW,SEA,2025-04-02 03:17:48,2025-04-02 05:17:48,On-time,0,Airbus A350,2025-04-02
FL1564,AeroFly,ORD,BOS,2025-02-21 17:35:27,2025-02-21 19:50:27,Delayed,15,Boeing 777,2025-02-21
FL1565,JetZoom,MIA,SFO,2025-02-18 15:41:15,2025-02-18 17:41:15,On-time,0,Boeing 737,2025-02-18
FL1566,GlobalWings,LAX,JFK,2025-03-17 00:34:36,2025-03-17 02:34:36,On-time,0,Embraer 190,2025-03-17
FL1567,CloudNine,SFO,LAX,2024-12-04 23:30:45,2024-12-05 01:30:45,On-time,0,Embraer 190,2024-12-04
FL1568,AeroFly,DEN,DFW,2025-03-02 05:54:49,2025-03-02 07:54:49,On-time,0,Embraer 190,2025-03-02
FL1569,SkyHigh,LAX,SEA,2024-12-05 21:27:03,2024-12-05 23:27:03,On-time,0,Airbus A320,2024-12-05
FL1570,CloudNine,JFK,LAX,2025-01-11 21:57:57,2025-01-11 23:57:57,On-time,0,Boeing 777,2025-01-11
FL1571,AeroFly,BOS,SEA,2024-12-29 06:00:59,2024-12-29 08:15:59,Delayed,15,Airbus A350,2024-12-29
FL1572,GlobalWings,DFW,DEN,2025-01-21 17:42:50,2025-01-21 21:12:50,Cancelled,90,Airbus A320,2025-01-21
FL1573,JetZoom,ORD,LAX,2024-12-10 17:13:31,2024-12-10 19:28:31,Delayed,15,Embraer 190,2024-12-10
FL1574,AeroFly,LAX,SFO,2024-12-19 08:31:15,2024-12-19 10:31:15,On-time,0,Boeing 737,2024-12-19
FL1575,CloudNine,LAX,JFK,2025-03-07 10:26:07,2025-03-07 12:26:07,On-time,0,Airbus A350,2025-03-07
FL1576,CloudNine,SFO,SEA,2024-12-11 09:03:47,2024-12-11 11:03:47,On-time,0,Embraer 190,2024-12-11
FL1577,AeroFly,SFO,DFW,2025-04-10 10:10:11,2025-04-10 12:10:11,On-time,0,Airbus A320,2025-04-10
FL1578,SkyHigh,ATL,LAX,2025-02-02 04:55:42,2025-02-02 07:25:42,Delayed,30,Airbus A320,2025-02-02
FL1579,SkyHigh,ATL,SEA,2025-02-25 11:25:58,2025-02-25 13:40:58,Delayed,15,Airbus A320,2025-02-25
FL1580,CloudNine,MIA,ATL,2025-01-09 22:05:18,2025-01-10 00:05:18,On-time,0,Airbus A350,2025-01-09
FL1581,JetZoom,SEA,SFO,2024-12-02 02:04:23,2024-12-02 04:04:23,On-time,0,Airbus A320,2024-12-02
FL1582,JetZoom,SEA,BOS,2025-04-22 08:01:19,2025-04-22 10:01:19,On-time,0,Airbus A350,2025-04-22
FL1583,GlobalWings,ATL,BOS,2025-01-05 18:02:21,2025-01-05 20:02:21,On-time,0,Airbus A350,2025-01-05
FL1584,SkyHigh,DEN,JFK,2025-01-21 08:45:16,2025-01-21 10:45:16,On-time,0,Airbus A350,2025-01-21
FL1585,CloudNine,SEA,MIA,2025-01-19 12:59:42,2025-01-19 16:59:42,Cancelled,120,Boeing 737,2025-01-19
FL1586,CloudNine,SFO,SEA,2024-12-30 16:41:36,2024-12-30 18:41:36,On-time,0,Embraer 190,2024-12-30
FL1587,CloudNine,ATL,JFK,2025-01-24 11:02:57,2025-01-24 13:02:57,On-time,0,Airbus A350,2025-01-24
FL1588,GlobalWings,DEN,MIA,2025-04-30 23:16:29,2025-05-01 01:16:29,On-time,0,Airbus A350,2025-04-30
FL1589,CloudNine,LAX,SEA,2025-01-27 01:09:43,2025-01-27 03:24:43,Delayed,15,Boeing 777,2025-01-27
FL1590,CloudNine,SFO,JFK,2024-12-05 08:09:22,2024-12-05 10:09:22,On-time,0,Airbus A320,2024-12-05
FL1591,CloudNine,DEN,SEA,2025-02-05 16:07:27,2025-02-05 18:07:27,On-time,0,Airbus A320,2025-02-05
FL1592,GlobalWings,DEN,SEA,2025-01-30 00:17:31,2025-01-30 02:17:31,On-time,0,Boeing 777,2025-01-30
FL1593,CloudNine,SFO,DEN,2024-12-16 11:28:16,2024-12-16 13:43:16,Delayed,15,Airbus A320,2024-12-16
FL1594,GlobalWings,ATL,DFW,2025-05-11 13:59:47,2025-05-11 16:14:47,Delayed,15,Boeing 737,2025-05-11
FL1595,CloudNine,ORD,BOS,2025-01-09 09:21:57,2025-01-09 11:21:57,On-time,0,Embraer 190,2025-01-09
FL1596,CloudNine,LAX,SFO,2025-03-16 05:55:51,2025-03-16 08:55:51,Delayed,60,Airbus A350,2025-03-16
FL1597,AeroFly,ATL,BOS,2024-12-06 02:54:45,2024-12-06 04:54:45,On-time,0,Boeing 737,2024-12-06
FL1598,AeroFly,DFW,DEN,2024-12-14 15:53:56,2024-12-14 18:08:56,Delayed,15,Airbus A320,2024-12-14
FL1599,GlobalWings,JFK,LAX,2025-01-29 22:14:29,2025-01-30 00:14:29,On-time,0,Boeing 737,2025-01-29
FL1600,GlobalWings,ATL,LAX,2025-04-11 00:08:14,2025-04-11 02:08:14,On-time,0,Airbus A350,2025-04-11
FL1601,AeroFly,DEN,BOS,2025-03-08 23:48:53,2025-03-09 02:03:53,Delayed,15,Embraer 190,2025-03-08
FL1602,AeroFly,ORD,MIA,2024-12-25 16:45:24,2024-12-25 19:00:24,Delayed,15,Boeing 737,2024-12-25
FL1603,SkyHigh,SEA,BOS,2025-03-29 17:49:05,2025-03-29 21:19:05,Cancelled,90,Boeing 737,2025-03-29
FL1604,SkyHigh,BOS,LAX,2025-02-24 18:06:35,2025-02-24 20:36:35,Delayed,30,Boeing 737,2025-02-24
FL1605,GlobalWings,LAX,ORD,2025-04-08 22:15:58,2025-04-09 00:30:58,Delayed,15,Airbus A320,2025-04-08
FL1606,AeroFly,ORD,DFW,2025-01-16 09:05:55,2025-01-16 11:20:55,Delayed,15,Embraer 190,2025-01-16
FL1607,CloudNine,LAX,ORD,2025-02-09 03:48:08,2025-02-09 06:03:08,Delayed,15,Boeing 777,2025-02-09
FL1608,JetZoom,LAX,ATL,2024-11-27 08:27:17,2024-11-27 10:27:17,On-time,0,Airbus A350,2024-11-27
FL1609,SkyHigh,ATL,SEA,2025-02-27 07:59:32,2025-02-27 09:59:32,On-time,0,Embraer 190,2025-02-27
FL1610,JetZoom,LAX,DFW,2024-11-26 18:15:36,2024-11-26 20:15:36,On-time,0,Airbus A350,2024-11-26
FL1611,AeroFly,ATL,ORD,2025-05-22 08:36:57,2025-05-22 10:51:57,Delayed,15,Embraer 190,2025-05-22
FL1612,CloudNine,ATL,ORD,2025-02-18 23:05:24,2025-02-19 01:35:24,Delayed,30,Airbus A350,2025-02-18
FL1613,CloudNine,SEA,MIA,2025-03-12 07:55:02,2025-03-12 10:10:02,Delayed,15,Boeing 777,2025-03-12
FL1614,SkyHigh,SEA,ORD,2025-05-27 04:26:39,2025-05-27 06:41:39,Delayed,15,Embraer 190,2025-05-27
FL1615,SkyHigh,LAX,DEN,2025-02-12 10:36:42,2025-02-12 12:36:42,On-time,0,Airbus A320,2025-02-12
FL1616,CloudNine,JFK,SFO,2025-02-06 04:03:54,2025-02-06 06:18:54,Delayed,15,Airbus A320,2025-02-06
FL1617,GlobalWings,JFK,MIA,2025-02-03 00:55:08,2025-02-03 04:25:08,Cancelled,90,Airbus A350,2025-02-03
FL1618,CloudNine,MIA,DFW,2025-05-15 18:11:17,2025-05-15 20:26:17,Delayed,15,Boeing 777,2025-05-15
FL1619,AeroFly,JFK,DFW,2024-12-06 22:18:38,2024-12-07 01:18:38,Delayed,60,Embraer 190,2024-12-06
FL1620,JetZoom,SFO,SEA,2025-03-28 01:40:12,2025-03-28 03:55:12,Delayed,15,Embraer 190,2025-03-28
FL1621,GlobalWings,BOS,SEA,2025-05-05 15:29:00,2025-05-05 17:44:00,Delayed,15,Airbus A350,2025-05-05
FL1622,JetZoom,DFW,LAX,2025-02-13 22:57:48,2025-02-14 00:57:48,On-time,0,Boeing 777,2025-02-13
FL1623,CloudNine,ORD,MIA,2025-04-23 12:18:04,2025-04-23 16:18:04,Cancelled,120,Boeing 777,2025-04-23
FL1624,JetZoom,LAX,MIA,2025-03-15 13:23:21,2025-03-15 15:23:21,On-time,0,Embraer 190,2025-03-15
FL1625,AeroFly,ORD,JFK,2025-05-17 18:59:50,2025-05-17 20:59:50,On-time,0,Embraer 190,2025-05-17
FL1626,GlobalWings,DFW,ATL,2025-01-24 04:37:51,2025-01-24 07:07:51,Delayed,30,Boeing 777,2025-01-24
FL1627,CloudNine,MIA,LAX,2025-01-06 00:58:33,2025-01-06 03:13:33,Delayed,15,Boeing 777,2025-01-06
FL1628,AeroFly,MIA,DEN,2025-04-07 18:47:18,2025-04-07 20:47:18,On-time,0,Boeing 737,2025-04-07
FL1629,CloudNine,DFW,JFK,2025-04-06 08:40:09,2025-04-06 10:40:09,On-time,0,Airbus A320,2025-04-06
FL1630,GlobalWings,BOS,MIA,2025-04-09 02:45:33,2025-04-09 05:15:33,Delayed,30,Airbus A320,2025-04-09
FL1631,AeroFly,DFW,BOS,2025-04-19 05:48:21,2025-04-19 08:03:21,Delayed,15,Embraer 190,2025-04-19
FL1632,JetZoom,SFO,MIA,2025-04-20 07:48:45,2025-04-20 10:03:45,Delayed,15,Boeing 737,2025-04-20
FL1633,AeroFly,MIA,ATL,2025-01-14 23:47:48,2025-01-15 02:17:48,Delayed,30,Boeing 777,2025-01-14
FL1634,CloudNine,LAX,ORD,2025-05-08 06:19:29,2025-05-08 08:34:29,Delayed,15,Airbus A350,2025-05-08
FL1635,SkyHigh,LAX,JFK,2025-01-29 14:10:17,2025-01-29 16:10:17,On-time,0,Airbus A320,2025-01-29
FL1636,CloudNine,ATL,SEA,2025-01-16 03:49:57,2025-01-16 05:49:57,On-time,0,Embraer 190,2025-01-16
FL1637,CloudNine,BOS,MIA,2025-03-05 17:02:19,2025-03-05 19:02:19,On-time,0,Airbus A350,2025-03-05
FL1638,AeroFly,BOS,SEA,2025-04-22 17:27:13,2025-04-22 19:42:13,Delayed,15,Airbus A350,2025-04-22
FL1639,CloudNine,SFO,ORD,2025-02-09 02:31:57,2025-02-09 04:31:57,On-time,0,Airbus A320,2025-02-09
FL1640,CloudNine,SEA,ORD,2024-12-13 13:39:12,2024-12-13 17:09:12,Cancelled,90,Embraer 190,2024-12-13
FL1641,GlobalWings,LAX,ATL,2025-02-24 10:52:04,2025-02-24 12:52:04,On-time,0,Boeing 737,2025-02-24
FL1642,JetZoom,MIA,DEN,2025-03-17 02:09:51,2025-03-17 05:09:51,Delayed,60,Boeing 737,2025-03-17
FL1643,GlobalWings,SFO,LAX,2025-04-22 23:56:01,2025-04-23 01:56:01,On-time,0,Embraer 190,2025-04-22
FL1644,AeroFly,JFK,MIA,2025-02-11 23:37:05,2025-02-12 01:37:05,On-time,0,Boeing 777,2025-02-11
FL1645,AeroFly,DEN,DFW,2024-12-18 09:55:33,2024-12-18 11:55:33,On-time,0,Boeing 737,2024-12-18
FL1646,JetZoom,ORD,SFO,2025-01-16 11:10:14,2025-01-16 13:10:14,On-time,0,Boeing 777,2025-01-16
FL1647,AeroFly,ATL,ORD,2025-02-01 05:03:12,2025-02-01 07:33:12,Delayed,30,Airbus A350,2025-02-01
FL1648,SkyHigh,LAX,MIA,2025-04-29 03:38:05,2025-04-29 05:38:05,On-time,0,Boeing 737,2025-04-29
FL1649,CloudNine,SEA,DFW,2025-05-19 09:51:04,2025-05-19 11:51:04,On-time,0,Boeing 777,2025-05-19
FL1650,CloudNine,SEA,ORD,2025-04-23 11:00:49,2025-04-23 13:15:49,Delayed,15,Embraer 190,2025-04-23
FL1651,CloudNine,SEA,BOS,2024-11-29 18:28:15,2024-11-29 20:28:15,On-time,0,Boeing 777,2024-11-29
FL1652,SkyHigh,BOS,SFO,2025-03-08 20:49:50,2025-03-08 22:49:50,On-time,0,Airbus A350,2025-03-08
FL1653,AeroFly,MIA,JFK,2025-01-21 08:16:18,2025-01-21 11:46:18,Cancelled,90,Airbus A350,2025-01-21
FL1654,AeroFly,LAX,ORD,2025-02-06 13:02:13,2025-02-06 15:17:13,Delayed,15,Embraer 190,2025-02-06
FL1655,AeroFly,MIA,LAX,2025-03-15 14:14:02,2025-03-15 16:29:02,Delayed,15,Boeing 737,2025-03-15
FL1656,JetZoom,BOS,MIA,2025-02-26 09:32:33,2025-02-26 11:32:33,On-time,0,Boeing 737,2025-02-26
FL1657,GlobalWings,MIA,ATL,2025-01-28 08:59:33,2025-01-28 11:14:33,Delayed,15,Embraer 190,2025-01-28
FL1658,SkyHigh,LAX,MIA,2025-04-22 02:47:07,2025-04-22 04:47:07,On-time,0,Boeing 737,2025-04-22
FL1659,AeroFly,ATL,BOS,2025-02-28 04:20:49,2025-02-28 06:50:49,Delayed,30,Embraer 190,2025-02-28
FL1660,CloudNine,LAX,MIA,2025-02-03 08:36:22,2025-02-03 10:51:22,Delayed,15,Airbus A350,2025-02-03
FL1661,GlobalWings,JFK,SEA,2025-02-12 15:34:03,2025-02-12 18:04:03,Delayed,30,Boeing 737,2025-02-12
FL1662,AeroFly,SFO,ORD,2024-12-11 03:31:03,2024-12-11 05:31:03,On-time,0,Embraer 190,2024-12-11
FL1663,AeroFly,SFO,DFW,2025-01-09 19:46:11,2025-01-09 21:46:11,On-time,0,Boeing 737,2025-01-09
FL1664,GlobalWings,ORD,DFW,2025-03-23 14:14:46,2025-03-23 16:14:46,On-time,0,Boeing 777,2025-03-23
FL1665,SkyHigh,ORD,DFW,2025-02-12 12:25:22,2025-02-12 15:55:22,Cancelled,90,Airbus A320,2025-02-12
FL1666,SkyHigh,BOS,DEN,2025-02-12 17:04:41,2025-02-12 19:04:41,On-time,0,Boeing 737,2025-02-12
FL1667,AeroFly,SFO,LAX,2025-02-22 21:54:46,2025-02-22 23:54:46,On-time,0,Airbus A350,2025-02-22
FL1668,AeroFly,DFW,SFO,2025-04-02 16:55:28,2025-04-02 19:55:28,Delayed,60,Boeing 737,2025-04-02
FL1669,SkyHigh,ATL,BOS,2025-01-19 13:42:58,2025-01-19 15:57:58,Delayed,15,Embraer 190,2025-01-19
FL1670,JetZoom,SEA,MIA,2025-02-15 08:45:45,2025-02-15 11:00:45,Delayed,15,Airbus A350,2025-02-15
FL1671,SkyHigh,DFW,JFK,2024-11-29 17:20:50,2024-11-29 19:20:50,On-time,0,Embraer 190,2024-11-29
FL1672,CloudNine,LAX,SEA,2025-01-30 05:35:00,2025-01-30 07:35:00,On-time,0,Airbus A320,2025-01-30
FL1673,SkyHigh,DFW,MIA,2025-01-10 05:04:34,2025-01-10 08:34:34,Cancelled,90,Boeing 737,2025-01-10
FL1674,JetZoom,MIA,ORD,2025-05-08 08:51:58,2025-05-08 10:51:58,On-time,0,Airbus A350,2025-05-08
FL1675,CloudNine,LAX,MIA,2025-02-20 18:08:35,2025-02-20 20:08:35,On-time,0,Airbus A320,2025-02-20
FL1676,AeroFly,MIA,ORD,2025-04-08 22:29:11,2025-04-09 00:44:11,Delayed,15,Embraer 190,2025-04-08
FL1677,CloudNine,MIA,SEA,2025-01-26 20:30:12,2025-01-26 22:30:12,On-time,0,Airbus A350,2025-01-26
FL1678,GlobalWings,DFW,ORD,2024-12-14 04:08:26,2024-12-14 06:08:26,On-time,0,Airbus A350,2024-12-14
FL1679,AeroFly,BOS,DFW,2025-03-18 17:52:18,2025-03-18 20:22:18,Delayed,30,Airbus A350,2025-03-18
FL1680,AeroFly,ATL,MIA,2025-01-09 14:02:25,2025-01-09 16:02:25,On-time,0,Airbus A320,2025-01-09
FL1681,GlobalWings,BOS,LAX,2025-04-29 10:03:37,2025-04-29 12:03:37,On-time,0,Airbus A350,2025-04-29
FL1682,SkyHigh,ORD,MIA,2025-04-25 05:07:21,2025-04-25 09:07:21,Cancelled,120,Airbus A350,2025-04-25
FL1683,JetZoom,BOS,MIA,2025-03-11 06:42:33,2025-03-11 10:12:33,Cancelled,90,Boeing 777,2025-03-11
FL1684,AeroFly,DFW,SEA,2025-04-29 11:46:48,2025-04-29 13:46:48,On-time,0,Boeing 777,2025-04-29
FL1685,AeroFly,ATL,SEA,2025-03-29 23:54:14,2025-03-30 03:24:14,Cancelled,90,Boeing 777,2025-03-29
FL1686,SkyHigh,ORD,JFK,2025-03-14 02:25:53,2025-03-14 04:40:53,Delayed,15,Boeing 737,2025-03-14
FL1687,SkyHigh,ORD,SFO,2025-03-26 17:18:25,2025-03-26 19:18:25,On-time,0,Airbus A350,2025-03-26
FL1688,CloudNine,MIA,LAX,2025-01-20 14:30:20,2025-01-20 16:45:20,Delayed,15,Boeing 737,2025-01-20
FL1689,GlobalWings,JFK,SEA,2025-02-03 17:10:34,2025-02-03 19:25:34,Delayed,15,Boeing 777,2025-02-03
FL1690,CloudNine,BOS,DEN,2025-02-03 09:00:58,2025-02-03 11:00:58,On-time,0,Boeing 737,2025-02-03
FL1691,SkyHigh,SEA,DEN,2025-02-13 06:09:43,2025-02-13 09:09:43,Delayed,60,Airbus A350,2025-02-13
FL1692,SkyHigh,ATL,JFK,2025-01-06 03:09:27,2025-01-06 05:24:27,Delayed,15,Boeing 777,2025-01-06
FL1693,JetZoom,LAX,DFW,2025-03-22 16:09:30,2025-03-22 18:39:30,Delayed,30,Airbus A320,2025-03-22
FL1694,JetZoom,SEA,DEN,2025-03-07 18:02:26,2025-03-07 20:02:26,On-time,0,Airbus A350,2025-03-07
FL1695,GlobalWings,ATL,JFK,2025-01-02 07:14:12,2025-01-02 09:14:12,On-time,0,Airbus A350,2025-01-02
FL1696,SkyHigh,DFW,MIA,2025-04-25 12:17:30,2025-04-25 14:17:30,On-time,0,Embraer 190,2025-04-25
FL1697,JetZoom,BOS,ORD,2025-03-12 12:06:27,2025-03-12 14:06:27,On-time,0,Airbus A320,2025-03-12
FL1698,SkyHigh,ORD,DFW,2025-05-11 09:58:54,2025-05-11 12:58:54,Delayed,60,Airbus A320,2025-05-11
FL1699,GlobalWings,DFW,ATL,2025-03-04 11:05:01,2025-03-04 13:35:01,Delayed,30,Boeing 737,2025-03-04
FL1700,GlobalWings,BOS,DFW,2024-12-26 20:23:34,2024-12-26 22:38:34,Delayed,15,Airbus A350,2024-12-26
FL1701,SkyHigh,SFO,JFK,2025-02-10 17:35:34,2025-02-10 20:05:34,Delayed,30,Boeing 777,2025-02-10
FL1702,CloudNine,SFO,DFW,2025-03-01 10:55:40,2025-03-01 12:55:40,On-time,0,Embraer 190,2025-03-01
FL1703,CloudNine,SEA,DEN,2025-05-07 23:17:45,2025-05-08 01:17:45,On-time,0,Boeing 737,2025-05-07
FL1704,JetZoom,JFK,DFW,2025-05-18 19:47:05,2025-05-18 22:47:05,Delayed,60,Embraer 190,2025-05-18
FL1705,CloudNine,DEN,JFK,2025-02-15 11:41:17,2025-02-15 13:41:17,On-time,0,Boeing 777,2025-02-15
FL1706,SkyHigh,BOS,JFK,2024-11-25 18:42:29,2024-11-25 22:42:29,Cancelled,120,Airbus A320,2024-11-25
FL1707,CloudNine,LAX,ATL,2025-03-25 01:24:22,2025-03-25 03:24:22,On-time,0,Boeing 777,2025-03-25
FL1708,AeroFly,LAX,BOS,2025-02-13 08:54:08,2025-02-13 10:54:08,On-time,0,Airbus A350,2025-02-13
FL1709,SkyHigh,BOS,DEN,2025-05-17 11:30:23,2025-05-17 14:00:23,Delayed,30,Airbus A320,2025-05-17
FL1710,SkyHigh,SEA,ATL,2025-02-26 08:07:34,2025-02-26 11:37:34,Cancelled,90,Boeing 737,2025-02-26
FL1711,AeroFly,MIA,ATL,2025-04-06 09:30:16,2025-04-06 12:30:16,Delayed,60,Embraer 190,2025-04-06
FL1712,GlobalWings,SEA,LAX,2025-04-04 02:46:00,2025-04-04 05:01:00,Delayed,15,Embraer 190,2025-04-04
FL1713,SkyHigh,LAX,JFK,2025-05-09 11:45:36,2025-05-09 14:45:36,Delayed,60,Airbus A350,2025-05-09
FL1714,AeroFly,LAX,ORD,2025-03-18 07:07:19,2025-03-18 09:07:19,On-time,0,Airbus A350,2025-03-18
FL1715,SkyHigh,DFW,SFO,2025-03-13 01:03:36,2025-03-13 03:03:36,On-time,0,Boeing 737,2025-03-13
FL1716,GlobalWings,JFK,DFW,2025-03-17 08:46:59,2025-03-17 11:16:59,Delayed,30,Airbus A350,2025-03-17
FL1717,SkyHigh,BOS,SFO,2024-11-28 05:49:59,2024-11-28 07:49:59,On-time,0,Embraer 190,2024-11-28
FL1718,GlobalWings,JFK,SEA,2025-05-09 20:05:56,2025-05-09 22:05:56,On-time,0,Airbus A350,2025-05-09
FL1719,GlobalWings,BOS,LAX,2025-03-12 18:13:17,2025-03-12 20:13:17,On-time,0,Boeing 737,2025-03-12
FL1720,CloudNine,MIA,DEN,2024-11-26 00:55:50,2024-11-26 02:55:50,On-time,0,Boeing 737,2024-11-26
FL1721,SkyHigh,JFK,LAX,2025-02-14 22:11:28,2025-02-15 00:11:28,On-time,0,Airbus A320,2025-02-14
FL1722,GlobalWings,ORD,MIA,2025-03-23 19:18:02,2025-03-23 21:18:02,On-time,0,Airbus A350,2025-03-23
FL1723,CloudNine,BOS,SEA,2025-04-16 01:49:03,2025-04-16 03:49:03,On-time,0,Airbus A320,2025-04-16
FL1724,SkyHigh,JFK,ORD,2025-03-31 06:10:48,2025-03-31 08:10:48,On-time,0,Airbus A350,2025-03-31
FL1725,GlobalWings,DEN,DFW,2025-04-10 17:44:16,2025-04-10 19:44:16,On-time,0,Embraer 190,2025-04-10
FL1726,JetZoom,ORD,SEA,2025-01-05 14:26:48,2025-01-05 16:26:48,On-time,0,Boeing 777,2025-01-05
FL1727,AeroFly,DEN,JFK,2024-12-20 07:56:12,2024-12-20 09:56:12,On-time,0,Airbus A320,2024-12-20
FL1728,SkyHigh,ATL,MIA,2025-05-11 17:44:34,2025-05-11 20:14:34,Delayed,30,Embraer 190,2025-05-11
FL1729,SkyHigh,SFO,DEN,2025-01-03 22:12:35,2025-01-04 00:12:35,On-time,0,Airbus A320,2025-01-03
FL1730,JetZoom,LAX,DEN,2025-03-29 12:09:13,2025-03-29 14:09:13,On-time,0,Airbus A350,2025-03-29
FL1731,CloudNine,BOS,DEN,2025-03-10 16:42:59,2025-03-10 19:12:59,Delayed,30,Embraer 190,2025-03-10
FL1732,AeroFly,BOS,DFW,2024-12-24 08:21:27,2024-12-24 10:21:27,On-time,0,Airbus A320,2024-12-24
FL1733,SkyHigh,SEA,JFK,2025-01-05 20:00:16,2025-01-05 22:00:16,On-time,0,Boeing 737,2025-01-05
FL1734,JetZoom,ATL,SEA,2025-05-10 11:31:28,2025-05-10 13:46:28,Delayed,15,Airbus A320,2025-05-10
FL1735,CloudNine,DEN,SFO,2025-02-10 13:42:23,2025-02-10 15:42:23,On-time,0,Airbus A320,2025-02-10
FL1736,SkyHigh,DEN,JFK,2025-02-16 05:05:16,2025-02-16 07:05:16,On-time,0,Boeing 737,2025-02-16
FL1737,GlobalWings,LAX,ORD,2025-04-09 11:21:07,2025-04-09 13:21:07,On-time,0,Airbus A320,2025-04-09
FL1738,GlobalWings,DEN,JFK,2025-01-04 11:31:16,2025-01-04 15:01:16,Cancelled,90,Airbus A320,2025-01-04
FL1739,JetZoom,DFW,ORD,2025-05-04 01:13:27,2025-05-04 03:13:27,On-time,0,Boeing 777,2025-05-04
FL1740,JetZoom,DEN,MIA,2025-04-03 19:54:21,2025-04-03 21:54:21,On-time,0,Airbus A320,2025-04-03
FL1741,SkyHigh,ORD,DFW,2025-01-29 01:03:02,2025-01-29 04:03:02,Delayed,60,Boeing 737,2025-01-29
FL1742,JetZoom,SFO,LAX,2025-05-07 16:45:39,2025-05-07 18:45:39,On-time,0,Airbus A320,2025-05-07
FL1743,AeroFly,SEA,ATL,2025-02-26 06:21:02,2025-02-26 08:21:02,On-time,0,Boeing 777,2025-02-26
FL1744,JetZoom,MIA,SFO,2025-01-29 20:07:26,2025-01-29 22:37:26,Delayed,30,Boeing 737,2025-01-29
FL1745,SkyHigh,ORD,BOS,2025-02-13 22:12:48,2025-02-14 00:27:48,Delayed,15,Airbus A320,2025-02-13
FL1746,GlobalWings,SFO,DEN,2024-12-15 07:33:56,2024-12-15 09:33:56,On-time,0,Airbus A350,2024-12-15
FL1747,JetZoom,JFK,ATL,2025-05-07 16:34:57,2025-05-07 19:04:57,Delayed,30,Boeing 777,2025-05-07
FL1748,JetZoom,DEN,ATL,2025-01-09 11:25:22,2025-01-09 13:25:22,On-time,0,Boeing 777,2025-01-09
FL1749,JetZoom,MIA,SEA,2025-01-18 17:50:12,2025-01-18 19:50:12,On-time,0,Boeing 737,2025-01-18
FL1750,CloudNine,BOS,LAX,2025-02-15 22:34:05,2025-02-16 00:34:05,On-time,0,Airbus A350,2025-02-15
FL1751,GlobalWings,DEN,SEA,2024-12-26 12:29:22,2024-12-26 14:29:22,On-time,0,Airbus A320,2024-12-26
FL1752,AeroFly,DEN,MIA,2025-02-23 03:28:51,2025-02-23 05:43:51,Delayed,15,Airbus A350,2025-02-23
FL1753,CloudNine,DFW,SFO,2025-02-21 09:50:46,2025-02-21 12:05:46,Delayed,15,Embraer 190,2025-02-21
FL1754,SkyHigh,ATL,BOS,2025-03-05 23:28:12,2025-03-06 01:58:12,Delayed,30,Airbus A350,2025-03-05
FL1755,JetZoom,SFO,ATL,2024-12-02 09:33:27,2024-12-02 11:33:27,On-time,0,Airbus A350,2024-12-02
FL1756,GlobalWings,ORD,DEN,2025-03-24 14:06:34,2025-03-24 16:06:34,On-time,0,Boeing 737,2025-03-24
FL1757,JetZoom,LAX,DFW,2025-05-26 11:58:06,2025-05-26 13:58:06,On-time,0,Boeing 777,2025-05-26
FL1758,JetZoom,BOS,JFK,2025-02-08 01:38:09,2025-02-08 03:38:09,On-time,0,Embraer 190,2025-02-08
FL1759,AeroFly,SFO,SEA,2025-05-04 19:33:30,2025-05-04 21:33:30,On-time,0,Airbus A350,2025-05-04
FL1760,AeroFly,SEA,DEN,2025-02-13 00:53:29,2025-02-13 02:53:29,On-time,0,Boeing 737,2025-02-13
FL1761,JetZoom,SEA,ATL,2025-01-28 05:46:56,2025-01-28 07:46:56,On-time,0,Boeing 737,2025-01-28
